Idiom,WiktionaryURL,Pos,Neg,Neu,Inapprop.,Total,%Pos,%Neg,%Neu,sentiment,FilterOut(X),definition,idiom_id
anyone's guess,https://en.wiktionary.org/wiki/anyone's_guess,1,0,9,0,10,0.1,0.0,0.9,other,,A mystery; something unpredictable.,143.0
anything goes,https://en.wiktionary.org/wiki/anything_goes,2,0,8,0,10,0.2,0.0,0.8,other,,There are no rules or restrictions.,144.0
apple of someone's eye,https://en.wiktionary.org/wiki/apple_of_someone's_eye,10,0,0,0,10,1.0,0.0,0.0,positive,,"A favourite, a particular preference, or a loved one; the object of somebody's affections.",145.0
apples and oranges,https://en.wiktionary.org/wiki/apples_and_oranges,0,0,10,0,10,0.0,0.0,1.0,other,,"A comparison of items that, however categorically similar, is inapt; an incompatible equation.",146.0
area of influence,https://en.wiktionary.org/wiki/area_of_influence,1,0,9,0,10,0.1,0.0,0.9,other,,,147.0
arm and a leg,https://en.wiktionary.org/wiki/arm_and_a_leg,0,7,3,0,10,0.0,0.7,0.3,negative,,"Usually used after the verb cost, but also often charge, pay, and spend: a very high price for an item or service; an exorbitant price",148.0
arm candy,https://en.wiktionary.org/wiki/arm_candy,7,1,2,0,10,0.7,0.1,0.2,positive,,"An attractive, seemingly romantic companion who accompanies a person in public simply so that one or both of the individuals can gain attention, enhance social status, or create an impression of sexual appeal.",149.0
arm up,https://en.wiktionary.org/wiki/arm_up,0,2,8,0,10,0.0,0.2,0.8,other,,"to supply, or be supplied with, arms (weapons)",150.0
arm's length,https://en.wiktionary.org/wiki/arm's_length,0,2,8,0,10,0.0,0.2,0.8,other,,"Distant, detached. Independent, but related.",
around the clock,https://en.wiktionary.org/wiki/around_the_clock,0,0,10,0,10,0.0,0.0,1.0,other,,"All the time, or seemingly all the time; constantly. Alternative form of around-the-clock.",
around the corner,https://en.wiktionary.org/wiki/around_the_corner,0,0,10,0,10,0.0,0.0,1.0,other,,"imminent; very soon close, local, very near",151.0
arrive at,https://en.wiktionary.org/wiki/arrive_at,0,0,10,0,10,0.0,0.0,1.0,other,,To reach (an objective or conclusion),152.0
as I was saying,https://en.wiktionary.org/wiki/as_I_was_saying,0,0,10,0,10,0.0,0.0,1.0,other,,Used to refer back to one's own previous statement in a discourse,153.0
as a rule,https://en.wiktionary.org/wiki/as_a_rule,0,0,10,0,10,0.0,0.0,1.0,other,,In general; most often.,154.0
as a whole,https://en.wiktionary.org/wiki/as_a_whole,0,0,10,0,10,0.0,0.0,1.0,other,,Considered all together.,155.0
as all get-out,https://en.wiktionary.org/wiki/as_all_get-out,0,0,10,0,10,0.0,0.0,1.0,other,,Extremely; to a superlative degree; very much.,156.0
as best one can,https://en.wiktionary.org/wiki/as_best_one_can,5,0,5,0,10,0.5,0.0,0.5,positive,,"In the best possible way, given one's circumstances and abilities.",157.0
as far as,https://en.wiktionary.org/wiki/as_far_as,2,0,8,0,10,0.2,0.0,0.8,other,,,158.0
as far as one knows,https://en.wiktionary.org/wiki/as_far_as_one_knows,0,0,10,0,10,0.0,0.0,1.0,other,,"To the best of one's knowledge, as far as someone knows about the topic, subject, aspect, or situation.",159.0
as it happens,https://en.wiktionary.org/wiki/as_it_happens,0,0,10,0,10,0.0,0.0,1.0,other,,"By coincidence, incidentally",160.0
as long as,https://en.wiktionary.org/wiki/as_long_as,0,0,10,0,10,0.0,0.0,1.0,other,,"Provided that, if, assuming (depending upon some condition or requirement). While, Since",161.0
as luck would have it,https://en.wiktionary.org/wiki/as_luck_would_have_it,10,0,0,0,10,1.0,0.0,0.0,positive,,by good fortune; fortunately or luckily.,162.0
as much,https://en.wiktionary.org/wiki/as_much,0,0,10,0,10,0.0,0.0,1.0,other,,,163.0
as often as not,https://en.wiktionary.org/wiki/as_often_as_not,0,0,10,0,10,0.0,0.0,1.0,other,,More or less half of the time; on many occasions but not always; frequently.,164.0
as soon as,https://en.wiktionary.org/wiki/as_soon_as,0,0,10,0,10,0.0,0.0,1.0,other,,"Used to indicate that the first action mentioned is as likely as, or is preferred to, the second action mentioned.",165.0
as the crow flies,https://en.wiktionary.org/wiki/as_the_crow_flies,0,0,10,0,10,0.0,0.0,1.0,other,,"In a straight line distance between two locations, as opposed to the road distance or over land distance.",
as the day is long,https://en.wiktionary.org/wiki/as_the_day_is_long,3,1,6,0,10,0.3,0.1,0.6,other,,Unceasingly; very; thoroughly; to a very high degree.,166.0
as the next guy,https://en.wiktionary.org/wiki/as_the_next_guy,1,0,9,0,10,0.1,0.0,0.9,other,,To a reasonable degree; as much as a typical person or man.,167.0
as well,https://en.wiktionary.org/wiki/as_well,0,0,10,0,10,0.0,0.0,1.0,other,,In addition; also.,168.0
as well as,https://en.wiktionary.org/wiki/as_well_as,0,0,10,0,10,0.0,0.0,1.0,other,,,169.0
as yet,https://en.wiktionary.org/wiki/as_yet,0,0,10,0,10,0.0,0.0,1.0,other,,Up to the present; thus far.,170.0
as you know,https://en.wiktionary.org/wiki/as_you_know,0,0,10,0,10,0.0,0.0,1.0,other,,as it is already known.,171.0
ask after,https://en.wiktionary.org/wiki/ask_after,1,0,9,0,10,0.1,0.0,0.9,other,,To enquire about the health or progress (of someone).,172.0
ask around,https://en.wiktionary.org/wiki/ask_around,0,0,10,0,10,0.0,0.0,1.0,other,,To enquire of different people about something.,173.0
ask for,https://en.wiktionary.org/wiki/ask_for,1,0,9,0,10,0.1,0.0,0.9,other,,,
ask for it,https://en.wiktionary.org/wiki/ask_for_it,0,6,4,0,10,0.0,0.6,0.4,negative,,To provoke an unwanted action.,174.0
ask out,https://en.wiktionary.org/wiki/ask_out,2,0,8,0,10,0.2,0.0,0.8,other,,"To invite somebody, especially on a date.",175.0
ask the question,https://en.wiktionary.org/wiki/ask_the_question,0,0,10,0,10,0.0,0.0,1.0,other,,,176.0
asleep at the switch,https://en.wiktionary.org/wiki/asleep_at_the_switch,0,9,1,0,10,0.0,0.9,0.1,negative,,"Neglectful of an important task, responsibility, or opportunity.",177.0
assault and battery,https://en.wiktionary.org/wiki/assault_and_battery,0,9,1,0,10,0.0,0.9,0.1,negative,,and battery (physical violence). This legal distinction exists only in jurisdictions that distinguish assault as threatened violence rather than actual violence.,178.0
assume the mantle,https://en.wiktionary.org/wiki/assume_the_mantle,1,0,9,0,10,0.1,0.0,0.9,other,,,179.0
assume the position,https://en.wiktionary.org/wiki/assume_the_position,0,1,9,0,10,0.0,0.1,0.9,other,,"To turn away, with one's hands in a visible and unmovable position, so that one can be searched. Often used as an order to bend over, for example, to receive the traditional corporal punishment in a case of misbehaviour.",180.0
at a canter,https://en.wiktionary.org/wiki/at_a_canter,3,0,7,0,10,0.3,0.0,0.7,other,,Without much effort; effortlessly; easily.,181.0
at a glance,https://en.wiktionary.org/wiki/at_a_glance,0,0,10,0,10,0.0,0.0,1.0,other,,Upon cursory examination; at a guess.,
at a loss,https://en.wiktionary.org/wiki/at_a_loss,0,10,0,0,10,0.0,1.0,0.0,negative,,"Not sure; uncertain; lacking further ideas, direction, or ability.",182.0
at a loss for words,https://en.wiktionary.org/wiki/at_a_loss_for_words,0,3,7,0,10,0.0,0.3,0.7,other,,Having nothing to say; not knowing what to say; stunned to the point of being speechless.,183.0
at a moment's notice,https://en.wiktionary.org/wiki/at_a_moment's_notice,1,0,9,0,10,0.1,0.0,0.9,other,,Immediately; instantaneously; without need of warning.,184.0
at a pinch,https://en.wiktionary.org/wiki/at_a_pinch,0,3,7,0,10,0.0,0.3,0.7,other,,by a small margin or amount In an urgent or difficult situation; when no other solution is available.,
at a stand,https://en.wiktionary.org/wiki/at_a_stand,0,8,2,0,10,0.0,0.8,0.2,negative,,In a state of confusion or uncertainty; undecided what to do next. Not progressing; not changing; at a standstill; at an impasse.,
at all,https://en.wiktionary.org/wiki/at_all,0,0,10,0,10,0.0,0.0,1.0,other,,"Indicating degree, quantity or frequency greater than zero: to the slightest degree, in any way, at any time or in any circumstance.",185.0
at all hours,https://en.wiktionary.org/wiki/at_all_hours,0,0,10,0,10,0.0,0.0,1.0,other,,at all hours (idiomatic),186.0
at arm's length,https://en.wiktionary.org/wiki/at_arm's_length,0,4,6,0,10,0.0,0.4,0.6,other,,Avoiding a close relationship.,187.0
at bay,https://en.wiktionary.org/wiki/at_bay,0,3,7,0,10,0.0,0.3,0.7,other,,Unable to come closer; at a distance. Cornered; unable to flee.,188.0
at best,https://en.wiktionary.org/wiki/at_best,9,0,1,0,10,0.9,0.0,0.1,positive,,,189.0
at bottom,https://en.wiktionary.org/wiki/at_bottom,1,2,7,0,10,0.1,0.2,0.7,other,,"Really, basically, fundamentally.",190.0
at cross-purposes,https://en.wiktionary.org/wiki/at_cross-purposes,0,6,4,0,10,0.0,0.6,0.4,negative,,"Mutually misunderstanding each other's plans, intentions or meanings.",191.0
at death's door,https://en.wiktionary.org/wiki/at_death's_door,0,10,0,0,10,0.0,1.0,0.0,negative,,About to die; in a life-threatening state of health.,192.0
at each other's throats,https://en.wiktionary.org/wiki/at_each_other's_throats,0,10,0,0,10,0.0,1.0,0.0,negative,,In mutual conflict.,193.0
at first,https://en.wiktionary.org/wiki/at_first,0,0,10,0,10,0.0,0.0,1.0,other,,Initially; at the start.,194.0
at first blush,https://en.wiktionary.org/wiki/at_first_blush,3,0,7,0,10,0.3,0.0,0.7,other,,"Upon first impression or consideration; seemingly, apparently, ostensibly.",195.0
at full tilt,https://en.wiktionary.org/wiki/at_full_tilt,3,0,7,0,10,0.3,0.0,0.7,other,,At full speed; very quickly.,196.0
at heart,https://en.wiktionary.org/wiki/at_heart,2,0,8,0,10,0.2,0.0,0.8,other,,,197.0
at home,https://en.wiktionary.org/wiki/at_home,3,0,7,0,10,0.3,0.0,0.7,other,,At ease; comfortable.,198.0
at large,https://en.wiktionary.org/wiki/at_large,0,3,7,0,10,0.0,0.3,0.7,other,,On the loose; roaming freely; not confined.,199.0
at last,https://en.wiktionary.org/wiki/at_last,1,0,9,0,10,0.1,0.0,0.9,other,,After a long time; eventually. In the end; finally; ultimately.,200.0
at long last,https://en.wiktionary.org/wiki/at_long_last,1,0,9,0,10,0.1,0.0,0.9,other,,at last,201.0
at odds,https://en.wiktionary.org/wiki/at_odds,0,9,1,0,10,0.0,0.9,0.1,negative,,In disagreement; conflicting.,202.0
at once,https://en.wiktionary.org/wiki/at_once,0,0,10,0,10,0.0,0.0,1.0,other,,,203.0
at one's fingertips,https://en.wiktionary.org/wiki/at_one's_fingertips,3,0,7,0,10,0.3,0.0,0.7,other,,Readily available.,204.0
at pains,https://en.wiktionary.org/wiki/at_pains,1,1,8,0,10,0.1,0.1,0.8,other,,Making careful effort (to).,205.0
at peace,https://en.wiktionary.org/wiki/at_peace,10,0,0,0,10,1.0,0.0,0.0,positive,,Dead.,206.0
at peace with,https://en.wiktionary.org/wiki/at_peace_with,10,0,0,0,10,1.0,0.0,0.0,positive,,Not disturbed or upset by. Not menacing or hostile toward.,207.0
at places,https://en.wiktionary.org/wiki/at_places,0,0,10,0,10,0.0,0.0,1.0,other,,"In some, possibly rare places.",208.0
at rest,https://en.wiktionary.org/wiki/at_rest,1,0,9,0,10,0.1,0.0,0.9,other,,Not moving; stationary.,209.0
at sea,https://en.wiktionary.org/wiki/at_sea,1,4,5,0,10,0.1,0.4,0.5,other,,In a state of confusion or bewilderment.,210.0
at sixes and sevens,https://en.wiktionary.org/wiki/at_sixes_and_sevens,0,9,1,0,10,0.0,0.9,0.1,negative,,In a state of confusion. In a state of dispute or disagreement.,211.0
at stake,https://en.wiktionary.org/wiki/at_stake,0,6,4,0,10,0.0,0.6,0.4,negative,X,"At issue, at risk.",
at the best of times,https://en.wiktionary.org/wiki/at_the_best_of_times,8,1,1,0,10,0.8,0.1,0.1,positive,,Even under the most favourable conditions.,212.0
at the coal face,https://en.wiktionary.org/wiki/at_the_coal_face,0,0,10,0,10,0.0,0.0,1.0,other,,"Directly engaged in the operations of a business, rather than in a hands-off, managerial position.",
at the drop of a hat,https://en.wiktionary.org/wiki/at_the_drop_of_a_hat,0,0,10,0,10,0.0,0.0,1.0,other,,Without any hesitation; instantly.,213.0
at the end of one's tether,https://en.wiktionary.org/wiki/at_the_end_of_one's_tether,0,8,2,0,10,0.0,0.8,0.2,negative,,,
at the end of the day,https://en.wiktionary.org/wiki/at_the_end_of_the_day,0,0,10,0,10,0.0,0.0,1.0,other,,In summary; ultimately.,
at the feet of,https://en.wiktionary.org/wiki/at_the_feet_of,2,0,8,0,10,0.2,0.0,0.8,other,,"As a disciple, student, subordinate or worshiper of.",
at the helm,https://en.wiktionary.org/wiki/at_the_helm,0,0,10,0,10,0.0,0.0,1.0,other,,In charge of a company or project.,214.0
at the mercy of,https://en.wiktionary.org/wiki/at_the_mercy_of,0,7,3,0,10,0.0,0.7,0.3,negative,,In the power of; defenceless/defenseless against.,215.0
at the moment,https://en.wiktionary.org/wiki/at_the_moment,0,0,10,0,10,0.0,0.0,1.0,other,,,216.0
at the ready,https://en.wiktionary.org/wiki/at_the_ready,2,0,8,0,10,0.2,0.0,0.8,other,,Ready; in a state of preparation or waiting; in position or anticipation.,217.0
at the receiving end,https://en.wiktionary.org/wiki/at_the_receiving_end,0,0,10,0,10,0.0,0.0,1.0,other,,Alternative form of on the receiving end.,218.0
at the top of one's lungs,https://en.wiktionary.org/wiki/at_the_top_of_one's_lungs,1,0,9,0,10,0.1,0.0,0.9,other,,possible.,219.0
at the top of one's voice,https://en.wiktionary.org/wiki/at_the_top_of_one's_voice,0,0,10,0,10,0.0,0.0,1.0,other,,,220.0
at the very least,https://en.wiktionary.org/wiki/at_the_very_least,0,0,10,0,10,0.0,0.0,1.0,other,,at least; as an absolute minimum,221.0
at the wheel,https://en.wiktionary.org/wiki/at_the_wheel,2,0,8,0,10,0.2,0.0,0.8,other,,Driving; in control of a vehicle. In control of the situation; in charge.,222.0
at this point in time,https://en.wiktionary.org/wiki/at_this_point_in_time,0,0,10,0,10,0.0,0.0,1.0,other,,"right now, or in the near and foreseeable future",223.0
at times,https://en.wiktionary.org/wiki/at_times,0,0,10,0,10,0.0,0.0,1.0,other,,"On occasion, sometimes.",224.0
at variance,https://en.wiktionary.org/wiki/at_variance,0,8,2,0,10,0.0,0.8,0.2,negative,,not in accord; in a state of disagreement,225.0
at work,https://en.wiktionary.org/wiki/at_work,0,0,11,0,11,0.0,0.0,1.0,other,,,226.0
average up,https://en.wiktionary.org/wiki/average_up,0,0,10,0,10,0.0,0.0,1.0,other,,To calculate an average or rough figure.,227.0
away from home,https://en.wiktionary.org/wiki/away_from_home,0,0,10,0,10,0.0,0.0,1.0,other,,,228.0
away game,https://en.wiktionary.org/wiki/away_game,0,0,10,0,10,0.0,0.0,1.0,other,,An athletic contest played away from the teams home field.,
baby blues,https://en.wiktionary.org/wiki/baby_blues,0,4,6,0,10,0.0,0.4,0.6,other,,,229.0
baby up,https://en.wiktionary.org/wiki/baby_up,0,1,9,0,10,0.0,0.1,0.9,other,,To treat as a baby.,230.0
baby-killer,https://en.wiktionary.org/wiki/baby-killer,0,8,2,0,10,0.0,0.8,0.2,negative,,,231.0
back and forth,https://en.wiktionary.org/wiki/back_and_forth,0,1,9,0,10,0.0,0.1,0.9,other,,,232.0
back at you,https://en.wiktionary.org/wiki/back_at_you,0,1,9,0,10,0.0,0.1,0.9,other,,Used to return a greeting or insult.,233.0
back burner,https://en.wiktionary.org/wiki/back_burner,0,2,8,0,10,0.0,0.2,0.8,other,,,234.0
back down,https://en.wiktionary.org/wiki/back_down,3,2,5,0,10,0.3,0.2,0.5,other,,To take a less aggressive position in a conflict than one previously has or has planned to. To withdraw from a commitment or position.,
back in,https://en.wiktionary.org/wiki/back_in,0,0,10,0,10,0.0,0.0,1.0,other,,A betting term from French hazard,235.0
back in the day,https://en.wiktionary.org/wiki/back_in_the_day,0,0,10,0,10,0.0,0.0,1.0,other,,"In the distant past; especially, at a time fondly remembered.",236.0
back into,https://en.wiktionary.org/wiki/back_into,1,3,5,1,10,0.1,0.3,0.5,other,,"To advance to the post-season as a result of another team's loss, especially where one's own team has also lost. To be forced into a situation by circumstances.",237.0
back of one's hand,https://en.wiktionary.org/wiki/back_of_one's_hand,1,7,2,0,10,0.1,0.7,0.2,negative,,A display of disrespect or scorn.,238.0
back off,https://en.wiktionary.org/wiki/back_off,0,4,6,0,10,0.0,0.4,0.6,other,,"To become less aggressive, particularly when one had appeared committed to act. To lower the setting of.",239.0
back office,https://en.wiktionary.org/wiki/back_office,0,0,10,0,10,0.0,0.0,1.0,other,,"The IT and infrastructure support services for a company, separate from the public face of the business.",240.0
back out,https://en.wiktionary.org/wiki/back_out,0,2,8,0,10,0.0,0.2,0.8,other,,,241.0
back to the drawing board,https://en.wiktionary.org/wiki/back_to_the_drawing_board,0,4,6,0,10,0.0,0.4,0.6,other,,Back to the beginning following an unsuccessful attempt.,242.0
back to the wall,https://en.wiktionary.org/wiki/back_to_the_wall,0,5,5,0,10,0.0,0.5,0.5,negative,,A very difficult situation with no beneficial options available for action.,243.0
back up,https://en.wiktionary.org/wiki/back_up,0,1,9,0,10,0.0,0.1,0.9,other,,"To move backwards, especially for a vehicle to do so. To move a vehicle backwards. To undo one's actions. To reconsider one's thoughts. so that it can be restored if the main copy is lost. To provide support or the promise of support to. For the non-striker to take a few steps down the pitch, in preparation to taking a run, just as the bowler bowls the ball. so as to stop the ball, and prevent overthrows. To halt the flow or movement of something. To fill up because of a backlog.",244.0
